id,key,value,type
61384647,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61384647,created_by,JOSM,regular
61384647,source,massgis_import_v0.1_20071008193615,regular
61384653,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61384653,created_by,JOSM,regular
61384653,source,massgis_import_v0.1_20071008193615,regular
61384741,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61384741,created_by,JOSM,regular
61384741,source,massgis_import_v0.1_20071008193615,regular
61384767,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61384767,created_by,JOSM,regular
61384767,source,massgis_import_v0.1_20071008193615,regular
61384774,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61384774,source,massgis_import_v0.1_20071008193615,regular
61384782,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61384782,source,massgis_import_v0.1_20071008193615,regular
61384787,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61384787,created_by,JOSM,regular
61384787,source,massgis_import_v0.1_20071008193615,regular
61384792,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61384792,created_by,JOSM,regular
61384792,source,massgis_import_v0.1_20071008193615,regular
61384797,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61384797,created_by,JOSM,regular
61384797,source,massgis_import_v0.1_20071008193615,regular
61384803,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61384803,created_by,JOSM,regular
61384803,source,massgis_import_v0.1_20071008193615,regular
61385115,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385115,source,massgis_import_v0.1_20071008193615,regular
61385129,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385129,source,massgis_import_v0.1_20071008193615,regular
61385130,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385130,source,massgis_import_v0.1_20071008193615,regular
61385136,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385136,created_by,JOSM,regular
61385136,source,massgis_import_v0.1_20071008193615,regular
61385143,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385143,created_by,JOSM,regular
61385143,source,massgis_import_v0.1_20071008193615,regular
61385156,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385156,source,massgis_import_v0.1_20071008193615,regular
61385158,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385158,source,massgis_import_v0.1_20071008193615,regular
61385322,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385322,created_by,JOSM,regular
61385322,source,massgis_import_v0.1_20071008193615,regular
61385328,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385328,created_by,JOSM,regular
61385328,source,massgis_import_v0.1_20071008193615,regular
61385351,highway,traffic_signals,regular
61385441,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385441,source,massgis_import_v0.1_20071008193615,regular
61385461,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385461,created_by,JOSM,regular
61385461,source,massgis_import_v0.1_20071008193615,regular
61385467,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385467,highway,traffic_signals,regular
61385467,source,massgis_import_v0.1_20071008193615,regular
61385475,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385475,highway,traffic_signals,regular
61385475,source,massgis_import_v0.1_20071008193615,regular
61385478,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385478,highway,traffic_signals,regular
61385478,source,massgis_import_v0.1_20071008193615,regular
61385480,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385480,created_by,JOSM,regular
61385480,source,massgis_import_v0.1_20071008193615,regular
61385486,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385486,source,massgis_import_v0.1_20071008193615,regular
61385492,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385492,created_by,JOSM,regular
61385492,source,massgis_import_v0.1_20071008193615,regular
61385494,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385494,created_by,JOSM,regular
61385494,source,massgis_import_v0.1_20071008193615,regular
61385509,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385509,source,massgis_import_v0.1_20071008193615,regular
61385513,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385513,source,massgis_import_v0.1_20071008193615,regular
61385519,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385519,source,massgis_import_v0.1_20071008193615,regular
61385522,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385522,source,massgis_import_v0.1_20071008193615,regular
61385526,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385526,source,massgis_import_v0.1_20071008193615,regular
61385531,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385531,source,massgis_import_v0.1_20071008193615,regular
61385541,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385541,source,massgis_import_v0.1_20071008193615,regular
61385545,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385545,source,massgis_import_v0.1_20071008193615,regular
61385550,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385550,source,massgis_import_v0.1_20071008193615,regular
61385556,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385556,source,massgis_import_v0.1_20071008193615,regular
61385561,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385561,source,massgis_import_v0.1_20071008193615,regular
61385564,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385564,source,massgis_import_v0.1_20071008193615,regular
61385567,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385567,source,massgis_import_v0.1_20071008193615,regular
61385573,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385573,source,massgis_import_v0.1_20071008193615,regular
61385578,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385578,source,massgis_import_v0.1_20071008193615,regular
61385583,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385583,source,massgis_import_v0.1_20071008193615,regular
61385587,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385587,source,massgis_import_v0.1_20071008193615,regular
61385592,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385592,source,massgis_import_v0.1_20071008193615,regular
61385597,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385597,highway,traffic_signals,regular
61385597,source,massgis_import_v0.1_20071008193615,regular
61385604,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385604,source,massgis_import_v0.1_20071008193615,regular
61385610,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385610,source,massgis_import_v0.1_20071008193615,regular
61385615,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385615,source,massgis_import_v0.1_20071008193615,regular
61385620,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385620,source,massgis_import_v0.1_20071008193615,regular
61385623,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385623,source,massgis_import_v0.1_20071008193615,regular
61385627,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385627,source,massgis_import_v0.1_20071008193615,regular
61385629,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385629,source,massgis_import_v0.1_20071008193615,regular
61385632,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385632,source,massgis_import_v0.1_20071008193615,regular
61385633,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385633,source,massgis_import_v0.1_20071008193615,regular
61385636,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61385636,source,massgis_import_v0.1_20071008193615,regular
